SL_NO,RESERVOIR,YEAR,WEEK_NO,FLOW_DATE,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS,UNIQUE_KEY
11490,Hemavathi,2012,41,2012-10-12,24.61,2907.18,958,4675,HEMAVATHI-2012-10-12
11491,Hemavathi,2012,41,2012-10-13,24.25,2906.67,568,4700,HEMAVATHI-2012-10-13
11492,Hemavathi,2012,41,2012-10-14,23.88,2906.16,567,4700,HEMAVATHI-2012-10-14
11577,Hemavathi,2012,42,2012-10-15,23.53,2905.66,713,4700,HEMAVATHI-2012-10-15
11578,Hemavathi,2012,42,2012-10-16,23.24,2905.25,1021,4250,HEMAVATHI-2012-10-16
11579,Hemavathi,2012,42,2012-10-17,23.04,2904.96,1997,4250,HEMAVATHI-2012-10-17
11580,Hemavathi,2012,42,2012-10-18,22.78,2904.59,1384,4250,HEMAVATHI-2012-10-18
11581,Hemavathi,2012,42,2012-10-19,22.44,2904.09,344,4250,HEMAVATHI-2012-10-19
11582,Hemavathi,2012,42,2012-10-20,22.12,2903.63,434,3975,HEMAVATHI-2012-10-20
11583,Hemavathi,2012,42,2012-10-21,21.79,2903.14,334,4100,HEMAVATHI-2012-10-21
11668,Hemavathi,2012,43,2012-10-22,21.48,2902.69,598,4050,HEMAVATHI-2012-10-22
11669,Hemavathi,2012,43,2012-10-23,21.19,2902.26,755,4050,HEMAVATHI-2012-10-23
11670,Hemavathi,2012,43,2012-10-24,20.90,2901.82,706,4050,HEMAVATHI-2012-10-24
11671,Hemavathi,2012,43,2012-10-25,20.57,2901.33,365,4050,HEMAVATHI-2012-10-25
11672,Hemavathi,2012,43,2012-10-26,20.25,2900.85,442,4050,HEMAVATHI-2012-10-26
11673,Hemavathi,2012,43,2012-10-27,19.96,2900.42,827,4050,HEMAVATHI-2012-10-27
11674,Hemavathi,2012,43,2012-10-28,19.62,2899.89,186,4050,HEMAVATHI-2012-10-28
11759,Hemavathi,2012,44,2012-10-31,18.73,2898.30,955,4000,HEMAVATHI-2012-10-31
11760,Hemavathi,2012,44,2012-11-01,18.45,2897.81,888,4000,HEMAVATHI-2012-11-01
11761,Hemavathi,2012,44,2012-11-02,18.22,2897.40,1408,4000,HEMAVATHI-2012-11-02
11762,Hemavathi,2012,44,2012-11-03,18.15,2897.27,3231,4000,HEMAVATHI-2012-11-03
11763,Hemavathi,2012,44,2012-11-04,17.87,2896.78,886,4000,HEMAVATHI-2012-11-04
11764,Hemavathi,2012,44,2012-10-29,19.31,2899.34,505,4000,HEMAVATHI-2012-10-29
11765,Hemavathi,2012,44,2012-10-30,19,2898.78,439,4000,HEMAVATHI-2012-10-30
11850,Hemavathi,2012,45,2012-11-11,16.12,2893.68,254,3500,HEMAVATHI-2012-11-11
11851,Hemavathi,2012,45,2012-11-05,17.65,2896.39,1537,4000,HEMAVATHI-2012-11-05
11852,Hemavathi,2012,45,2012-11-06,17.41,2895.96,777,3500,HEMAVATHI-2012-11-06
11853,Hemavathi,2012,45,2012-11-07,17.19,2895.57,1039,3500,HEMAVATHI-2012-11-07
11854,Hemavathi,2012,45,2012-11-08,16.95,2895.14,777,3500,HEMAVATHI-2012-11-08
11855,Hemavathi,2012,45,2012-11-09,16.69,2894.68,580,3500,HEMAVATHI-2012-11-09
11856,Hemavathi,2012,45,2012-11-10,16.41,2894.19,385,3500,HEMAVATHI-2012-11-10
11941,Hemavathi,2012,46,2012-11-14,15.81,2893.12,454,900,HEMAVATHI-2012-11-14
11942,Hemavathi,2012,46,2012-11-15,15.76,2893.04,605,1050,HEMAVATHI-2012-11-15
11943,Hemavathi,2012,46,2012-11-16,15.72,2892.97,870,1250,HEMAVATHI-2012-11-16
11944,Hemavathi,2012,46,2012-11-17,15.65,2892.84,330,1100,HEMAVATHI-2012-11-17
11945,Hemavathi,2012,46,2012-11-18,15.58,2892.71,450,1220,HEMAVATHI-2012-11-18
11946,Hemavathi,2012,46,2012-11-12,15.91,2893.30,249,2650,HEMAVATHI-2012-11-12
11947,Hemavathi,2012,46,2012-11-13,15.85,2893.20,324,900,HEMAVATHI-2012-11-13
12032,Hemavathi,2012,47,2012-11-19,15.49,2892.55,285,1250,HEMAVATHI-2012-11-19
12033,Hemavathi,2012,47,2012-11-20,15.41,2892.42,731,1500,HEMAVATHI-2012-11-20
12034,Hemavathi,2012,47,2012-11-21,15.26,2892.14,303,2050,HEMAVATHI-2012-11-21
12035,Hemavathi,2012,47,2012-11-22,15.10,2891.86,552,2300,HEMAVATHI-2012-11-22
12036,Hemavathi,2012,47,2012-11-23,14.83,2891.38,449,3500,HEMAVATHI-2012-11-23
12037,Hemavathi,2012,47,2012-11-24,14.54,2890.86,287,3600,HEMAVATHI-2012-11-24
12038,Hemavathi,2012,47,2012-11-25,14.24,2890.34,233,3550,HEMAVATHI-2012-11-25
12123,Hemavathi,2012,48,2012-11-26,13.96,2889.84,264,3450,HEMAVATHI-2012-11-26
12124,Hemavathi,2012,48,2012-11-27,13.70,2889.37,261,3250,HEMAVATHI-2012-11-27
12125,Hemavathi,2012,48,2012-11-28,13.43,2888.90,260,3250,HEMAVATHI-2012-11-28
12126,Hemavathi,2012,48,2012-11-29,13.17,2888.43,259,3250,HEMAVATHI-2012-11-29
12127,Hemavathi,2012,48,2012-11-30,12.90,2887.94,235,3250,HEMAVATHI-2012-11-30
12128,Hemavathi,2012,48,2012-12-01,12.64,2887.30,248,3200,HEMAVATHI-2012-12-01
12129,Hemavathi,2012,48,2012-12-02,12.38,2886.66,247,3200,HEMAVATHI-2012-12-02
12214,Hemavathi,2012,49,2012-12-03,12.12,2886.02,246,3200,HEMAVATHI-2012-12-03
12215,Hemavathi,2012,49,2012-12-04,11.86,2885.39,220,3125,HEMAVATHI-2012-12-04
12216,Hemavathi,2012,49,2012-12-05,11.62,2884.80,206,2925,HEMAVATHI-2012-12-05
12217,Hemavathi,2012,49,2012-12-06,11.36,2884.17,240,3150,HEMAVATHI-2012-12-06
12218,Hemavathi,2012,49,2012-12-07,11.11,2883.54,215,3125,HEMAVATHI-2012-12-07
12219,Hemavathi,2012,49,2012-12-08,10.87,2882.95,234,2955,HEMAVATHI-2012-12-08
12220,Hemavathi,2012,49,2012-12-09,10.63,2882.36,258,2980,HEMAVATHI-2012-12-09
12305,Hemavathi,2012,50,2012-12-10,10.39,2881.77,253,2975,HEMAVATHI-2012-12-10
12306,Hemavathi,2012,50,2012-12-11,10.15,2881.18,230,2950,HEMAVATHI-2012-12-11
12307,Hemavathi,2012,50,2012-12-12,9.92,2880.63,263,2800,HEMAVATHI-2012-12-12
12308,Hemavathi,2012,50,2012-12-13,9.70,2880.07,263,2850,HEMAVATHI-2012-12-13
12309,Hemavathi,2012,50,2012-12-14,9.46,2879.50,221,2850,HEMAVATHI-2012-12-14
12310,Hemavathi,2012,50,2012-12-15,9.27,2879.02,245,2450,HEMAVATHI-2012-12-15
12311,Hemavathi,2012,50,2012-12-16,9.09,2878.58,198,2220,HEMAVATHI-2012-12-16
12396,Hemavathi,2012,51,2012-12-17,8.92,2878.16,221,2150,HEMAVATHI-2012-12-17
12397,Hemavathi,2012,51,2012-12-18,8.75,2877.71,228,2150,HEMAVATHI-2012-12-18
12398,Hemavathi,2012,51,2012-12-19,8.57,2877.23,185,2150,HEMAVATHI-2012-12-19
12399,Hemavathi,2012,51,2012-12-20,8.40,2876.75,183,2150,HEMAVATHI-2012-12-20
12400,Hemavathi,2012,51,2012-12-21,8.24,2876.31,150,1950,HEMAVATHI-2012-12-21
12401,Hemavathi,2012,51,2012-12-22,8.09,2875.91,68,1700,HEMAVATHI-2012-12-22
12402,Hemavathi,2012,51,2012-12-23,8.04,2875.76,68,650,HEMAVATHI-2012-12-23
12491,Hemavathi,2012,52,2012-12-29,7.60,2874.47,92,900,HEMAVATHI-2012-12-29
12492,Hemavathi,2012,52,2012-12-30,7.54,2874.28,70,700,HEMAVATHI-2012-12-30
12493,Hemavathi,2012,52,2012-12-31,7.48,2874.09,69,700,HEMAVATHI-2012-12-31
12494,Hemavathi,2012,52,2012-12-24,7.98,2875.61,68,650,HEMAVATHI-2012-12-24
12495,Hemavathi,2012,52,2012-12-25,7.93,2875.46,67,650,HEMAVATHI-2012-12-25
12496,Hemavathi,2012,52,2012-12-26,7.85,2875.25,65,900,HEMAVATHI-2012-12-26
12497,Hemavathi,2012,52,2012-12-27,7.76,2874.98,75,1150,HEMAVATHI-2012-12-27
12498,Hemavathi,2012,52,2012-12-28,7.67,2874.71,85,1000,HEMAVATHI-2012-12-28
13061,Hemavathi,2010,39,2010-09-30,34.17,2918.92,2411,5198,HEMAVATHI-2010-09-30
13230,Hemavathi,2010,52,2010-12-31,33.94,2918.67,2619,5192,HEMAVATHI-2010-12-31
13267,Hemavathi,2014,25,2014-06-18,6.47,2870.42,287,75,HEMAVATHI-2014-06-18
13268,Hemavathi,2014,25,2014-06-19,6.49,2870.55,397,75,HEMAVATHI-2014-06-19
13269,Hemavathi,2014,25,2014-06-20,6.86,2872,4331,75,HEMAVATHI-2014-06-20
13270,Hemavathi,2014,25,2014-06-21,7.46,2874,7370,430,HEMAVATHI-2014-06-21
13271,Hemavathi,2014,25,2014-06-22,7.66,2874.65,2953,600,HEMAVATHI-2014-06-22
13272,Hemavathi,2014,25,2014-06-23,7.76,2875,1890,605,HEMAVATHI-2014-06-23
13273,Hemavathi,2014,25,2014-06-24,8.04,2875.75,3791,600,HEMAVATHI-2014-06-24
13358,Hemavathi,2014,26,2014-06-25,8.18,2876.15,2647,0,HEMAVATHI-2014-06-25
13359,Hemavathi,2014,26,2014-06-26,8.27,2876.40,2530,0,HEMAVATHI-2014-06-26
13360,Hemavathi,2014,26,2014-06-27,8.20,2876.20,702,0,HEMAVATHI-2014-06-27
13361,Hemavathi,2014,26,2014-06-28,8.13,2876,703,0,HEMAVATHI-2014-06-28
13362,Hemavathi,2014,26,2014-06-29,8.07,2875.84,520,0,HEMAVATHI-2014-06-29
13363,Hemavathi,2014,26,2014-06-30,8.01,2875.69,229,0,HEMAVATHI-2014-06-30
13364,Hemavathi,2014,26,2014-07-01,7.94,2875.49,186,0,HEMAVATHI-2014-07-01
13449,Hemavathi,2014,27,2014-07-02,7.92,2875.43,2903,1258,HEMAVATHI-2014-07-02
13450,Hemavathi,2014,27,2014-07-03,7.89,2875.36,2907,1284,HEMAVATHI-2014-07-03
13451,Hemavathi,2014,27,2014-07-04,7.87,2875.29,2912,1310,HEMAVATHI-2014-07-04
13452,Hemavathi,2014,27,2014-07-05,7.92,2875.42,2984,1332,HEMAVATHI-2014-07-05
13453,Hemavathi,2014,27,2014-07-06,8.04,2875.75,2984,1332,HEMAVATHI-2014-07-06
13454,Hemavathi,2014,27,2014-07-07,8.10,2875.92,3216,1375,HEMAVATHI-2014-07-07
13455,Hemavathi,2014,27,2014-07-08,8.13,2876,3270,1396,HEMAVATHI-2014-07-08
13540,Hemavathi,2015,1,2015-01-01,24.04,2906.38,104,4325,HEMAVATHI-2015-01-01
13541,Hemavathi,2015,1,2015-01-02,14.25,2890.36,126,2275,HEMAVATHI-2015-01-02
13542,Hemavathi,2015,1,2015-01-03,14.06,2890.02,125,2275,HEMAVATHI-2015-01-03
13543,Hemavathi,2015,1,2015-01-04,13.86,2889.66,121,2400,HEMAVATHI-2015-01-04
13544,Hemavathi,2015,1,2015-01-05,13.66,2889.30,121,2400,HEMAVATHI-2015-01-05
13545,Hemavathi,2015,1,2015-01-06,13.45,2888.94,121,2400,HEMAVATHI-2015-01-06
13546,Hemavathi,2015,1,2015-01-07,13.25,2888.58,121,2400,HEMAVATHI-2015-01-07
13631,Hemavathi,2015,2,2015-01-08,13.05,2888.22,120,2400,HEMAVATHI-2015-01-08
13632,Hemavathi,2015,2,2015-01-09,12.84,2887.80,87,2400,HEMAVATHI-2015-01-09
13633,Hemavathi,2015,2,2015-01-10,12.61,2887.23,73,2700,HEMAVATHI-2015-01-10
13634,Hemavathi,2015,2,2015-01-11,12.38,2886.66,72,2700,HEMAVATHI-2015-01-11
13635,Hemavathi,2015,2,2015-01-12,12.15,2886.10,69,2650,HEMAVATHI-2015-01-12
13636,Hemavathi,2015,2,2015-01-13,11.93,2885.55,67,2600,HEMAVATHI-2015-01-13
13637,Hemavathi,2015,2,2015-01-14,11.73,2885.07,97,2300,HEMAVATHI-2015-01-14
13722,Hemavathi,2015,3,2015-01-15,11.54,2884.61,90,2200,HEMAVATHI-2015-01-15
13723,Hemavathi,2015,3,2015-01-16,11.36,2884.15,89,2200,HEMAVATHI-2015-01-16
13724,Hemavathi,2015,3,2015-01-17,11.54,2883.97,89,2200,HEMAVATHI-2015-01-17
13725,Hemavathi,2015,3,2015-01-18,10.93,2883.11,107,2360,HEMAVATHI-2015-01-18
13726,Hemavathi,2015,3,2015-01-19,10.73,2882.62,105,2360,HEMAVATHI-2015-01-19
13727,Hemavathi,2015,3,2015-01-20,10.53,2882.13,105,2360,HEMAVATHI-2015-01-20
13728,Hemavathi,2015,3,2015-01-21,10.33,2881.64,105,2360,HEMAVATHI-2015-01-21
13813,Hemavathi,2016,1,2016-01-01,6.23,2869.10,163,125,HEMAVATHI-2016-01-01
13814,Hemavathi,2016,1,2016-01-02,6.43,2870.20,165,125,HEMAVATHI-2016-01-02
13815,Hemavathi,2016,1,2016-01-03,6.23,2869.10,165,125,HEMAVATHI-2016-01-03
13816,Hemavathi,2016,1,2016-01-04,6.43,2870.20,165,125,HEMAVATHI-2016-01-04
13817,Hemavathi,2016,1,2016-01-05,6.23,2869.10,165,125,HEMAVATHI-2016-01-05
13818,Hemavathi,2016,1,2016-01-06,6.23,2869.10,165,125,HEMAVATHI-2016-01-06
13819,Hemavathi,2016,1,2016-01-07,6.23,2869.10,165,125,HEMAVATHI-2016-01-07
13904,Hemavathi,2016,2,2016-01-08,6.23,2869.10,166,125,HEMAVATHI-2016-01-08
13905,Hemavathi,2016,2,2016-01-09,6.23,2869.10,165,125,HEMAVATHI-2016-01-09
13906,Hemavathi,2016,2,2016-01-10,6.23,2869.10,165,125,HEMAVATHI-2016-01-10
13907,Hemavathi,2016,2,2016-01-11,6.23,2869.10,165,125,HEMAVATHI-2016-01-11
13908,Hemavathi,2016,2,2016-01-12,6.23,2869.10,165,125,HEMAVATHI-2016-01-12
13909,Hemavathi,2016,2,2016-01-13,6.23,2869.10,165,125,HEMAVATHI-2016-01-13
13910,Hemavathi,2016,2,2016-01-14,6.23,2869.10,165,125,HEMAVATHI-2016-01-14
13995,Hemavathi,2016,3,2016-01-15,6.23,2869.10,165,125,HEMAVATHI-2016-01-15
13996,Hemavathi,2016,3,2016-01-16,6.23,2869.10,165,125,HEMAVATHI-2016-01-16
13997,Hemavathi,2016,3,2016-01-17,6.23,2869.10,165,125,HEMAVATHI-2016-01-17
13998,Hemavathi,2016,3,2016-01-18,6.23,2869.10,166,125,HEMAVATHI-2016-01-18
13999,Hemavathi,2016,3,2016-01-19,6.23,2869.10,166,125,HEMAVATHI-2016-01-19
14000,Hemavathi,2016,3,2016-01-20,6.23,2869.10,165,125,HEMAVATHI-2016-01-20
14001,Hemavathi,2016,3,2016-01-21,6.23,2869.12,206,125,HEMAVATHI-2016-01-21
14086,Hemavathi,2016,4,2016-01-22,6.24,2869.16,247,125,HEMAVATHI-2016-01-22
14087,Hemavathi,2016,4,2016-01-23,6.24,2869.20,248,125,HEMAVATHI-2016-01-23
14088,Hemavathi,2016,4,2016-01-24,6.25,2869.25,269,125,HEMAVATHI-2016-01-24
14089,Hemavathi,2016,4,2016-01-25,6.26,2869.29,248,125,HEMAVATHI-2016-01-25
14090,Hemavathi,2016,4,2016-01-26,6.27,2869.33,249,125,HEMAVATHI-2016-01-26
14091,Hemavathi,2016,4,2016-01-27,6.28,2869.37,249,125,HEMAVATHI-2016-01-27
14092,Hemavathi,2016,4,2016-01-28,6.28,2869.41,249,125,HEMAVATHI-2016-01-28
14177,Hemavathi,2017,1,2017-01-01,5.06,2865.08,181,150,HEMAVATHI-2017-01-01
14178,Hemavathi,2017,1,2017-01-02,5.05,2865.06,125,150,HEMAVATHI-2017-01-02
14179,Hemavathi,2017,1,2017-01-03,5.05,2865.06,181,150,HEMAVATHI-2017-01-03
14180,Hemavathi,2017,1,2017-01-04,5.05,2865.06,181,150,HEMAVATHI-2017-01-04
14181,Hemavathi,2017,1,2017-01-05,5.05,2865.04,126,150,HEMAVATHI-2017-01-05
14182,Hemavathi,2017,1,2017-01-06,5.05,2865.04,181,150,HEMAVATHI-2017-01-06
14183,Hemavathi,2017,1,2017-01-07,5.04,2865.02,126,150,HEMAVATHI-2017-01-07
14268,Hemavathi,2017,2,2017-01-08,5.04,2865.02,181,150,HEMAVATHI-2017-01-08
14269,Hemavathi,2017,2,2017-01-09,5.04,2865,126,150,HEMAVATHI-2017-01-09
14270,Hemavathi,2017,2,2017-01-10,5.04,2864.99,155,150,HEMAVATHI-2017-01-10
14271,Hemavathi,2017,2,2017-01-11,5.03,2864.98,155,150,HEMAVATHI-2017-01-11
14272,Hemavathi,2017,2,2017-01-12,5.03,2864.97,155,150,HEMAVATHI-2017-01-12
14273,Hemavathi,2017,2,2017-01-13,5.03,2864.96,154,150,HEMAVATHI-2017-01-13
14274,Hemavathi,2017,2,2017-01-14,5.03,2864.95,155,150,HEMAVATHI-2017-01-14
14352,Hemavathi,2017,3,2017-01-15,5.02,2864.94,155,150,HEMAVATHI-2017-01-15
14353,Hemavathi,2017,3,2017-01-16,5.02,2864.93,155,150,HEMAVATHI-2017-01-16
14354,Hemavathi,2017,3,2017-01-17,5.02,2864.92,155,150,HEMAVATHI-2017-01-17
14355,Hemavathi,2017,3,2017-01-18,5.01,2864.90,129,150,HEMAVATHI-2017-01-18
14356,Hemavathi,2017,3,2017-01-19,5.01,2864.88,129,150,HEMAVATHI-2017-01-19
14357,Hemavathi,2017,3,2017-01-20,5.01,2864.86,129,150,HEMAVATHI-2017-01-20
14358,Hemavathi,2017,3,2017-01-21,5,2864.84,129,150,HEMAVATHI-2017-01-21
14450,Hemavathi,2017,4,2017-01-22,5,2864.82,129,150,HEMAVATHI-2017-01-22
14451,Hemavathi,2017,4,2017-01-23,4.99,2864.80,130,150,HEMAVATHI-2017-01-23
14452,Hemavathi,2017,4,2017-01-24,4.99,2864.78,130,150,HEMAVATHI-2017-01-24
14453,Hemavathi,2017,4,2017-01-25,4.98,2864.75,104,150,HEMAVATHI-2017-01-25
14454,Hemavathi,2017,4,2017-01-26,4.97,2864.72,104,150,HEMAVATHI-2017-01-26
14455,Hemavathi,2017,4,2017-01-27,4.97,2864.69,104,150,HEMAVATHI-2017-01-27
14456,Hemavathi,2017,4,2017-01-28,4.96,2864.65,104,150,HEMAVATHI-2017-01-28
14541,Hemavathi,2017,5,2017-01-29,4.95,2864.63,104,150,HEMAVATHI-2017-01-29
14542,Hemavathi,2017,5,2017-01-30,4.95,2864.60,104,150,HEMAVATHI-2017-01-30
14543,Hemavathi,2017,5,2017-01-31,4.94,2864.56,78,150,HEMAVATHI-2017-01-31
14544,Hemavathi,2017,5,2017-02-01,4.93,2864.52,78,150,HEMAVATHI-2017-02-01
14545,Hemavathi,2017,5,2017-02-02,4.92,2864.48,78,150,HEMAVATHI-2017-02-02
14546,Hemavathi,2017,5,2017-02-03,4.91,2864.44,78,150,HEMAVATHI-2017-02-03
14547,Hemavathi,2017,5,2017-02-04,4.90,2864.40,78,150,HEMAVATHI-2017-02-04
14632,Hemavathi,2018,1,2018-01-01,8.50,2877.04,174,175,HEMAVATHI-2018-01-01
14633,Hemavathi,2018,1,2018-01-02,8.50,2877.03,174,175,HEMAVATHI-2018-01-02
14634,Hemavathi,2018,1,2018-01-03,8.50,2877.02,174,175,HEMAVATHI-2018-01-03
14635,Hemavathi,2018,1,2018-01-04,8.49,2877,132,175,HEMAVATHI-2018-01-04
14636,Hemavathi,2018,1,2018-01-05,8.48,2876.98,132,175,HEMAVATHI-2018-01-05
14637,Hemavathi,2018,1,2018-01-06,8.47,2876.96,132,175,HEMAVATHI-2018-01-06
14638,Hemavathi,2018,1,2018-01-07,8.47,2876.94,133,175,HEMAVATHI-2018-01-07
14723,Hemavathi,2018,2,2018-01-08,8.46,2876.92,133,175,HEMAVATHI-2018-01-08
14724,Hemavathi,2018,2,2018-01-09,8.45,2876.90,133,175,HEMAVATHI-2018-01-09
14725,Hemavathi,2018,2,2018-01-10,8.45,2876.88,133,175,HEMAVATHI-2018-01-10
14726,Hemavathi,2018,2,2018-01-11,8.44,2876.86,133,175,HEMAVATHI-2018-01-11
14727,Hemavathi,2018,2,2018-01-12,8.43,2876.84,133,175,HEMAVATHI-2018-01-12
14728,Hemavathi,2018,2,2018-01-13,8.42,2876.82,133,175,HEMAVATHI-2018-01-13
14729,Hemavathi,2018,2,2018-01-14,8.42,2876.80,133,175,HEMAVATHI-2018-01-14
14814,Hemavathi,2018,3,2018-01-15,8.42,2876.80,133,175,HEMAVATHI-2018-01-15
14815,Hemavathi,2018,3,2018-01-16,8.40,2876.76,133,175,HEMAVATHI-2018-01-16
14816,Hemavathi,2018,3,2018-01-17,8.40,2876.74,133,175,HEMAVATHI-2018-01-17
14817,Hemavathi,2018,3,2018-01-18,8.39,2876.72,133,175,HEMAVATHI-2018-01-18
14818,Hemavathi,2018,3,2018-01-19,8.38,2876.70,133,175,HEMAVATHI-2018-01-19
14819,Hemavathi,2018,3,2018-01-20,8.37,2876.68,133,175,HEMAVATHI-2018-01-20
14820,Hemavathi,2018,3,2018-01-21,8.37,2876.66,133,175,HEMAVATHI-2018-01-21
14905,Hemavathi,2019,1,2019-01-01,9.67,2880,0,1675,HEMAVATHI-2019-01-01
14906,Hemavathi,2019,1,2019-01-02,9.64,2879.93,57,350,HEMAVATHI-2019-01-02
14907,Hemavathi,2019,1,2019-01-03,9.62,2879.88,151,350,HEMAVATHI-2019-01-03
14908,Hemavathi,2019,1,2019-01-04,9.60,2879.84,198,350,HEMAVATHI-2019-01-04
14909,Hemavathi,2019,1,2019-01-05,9.58,2879.78,105,350,HEMAVATHI-2019-01-05
14910,Hemavathi,2019,1,2019-01-06,9.56,2879.74,99,250,HEMAVATHI-2019-01-06
14911,Hemavathi,2019,1,2019-01-07,9.56,2879.73,140,150,HEMAVATHI-2019-01-07
14989,Hemavathi,2018,4,2018-01-22,8.36,2876.64,133,175,HEMAVATHI-2018-01-22
14990,Hemavathi,2018,4,2018-01-23,8.35,2876.62,133,175,HEMAVATHI-2018-01-23
14991,Hemavathi,2018,4,2018-01-24,8.32,2876.53,114,450,HEMAVATHI-2018-01-24
14992,Hemavathi,2018,4,2018-01-25,8.29,2876.44,114,450,HEMAVATHI-2018-01-25
14993,Hemavathi,2018,4,2018-01-26,8.25,2876.34,122,500,HEMAVATHI-2018-01-26
14994,Hemavathi,2018,4,2018-01-27,8.21,2876.23,130,550,HEMAVATHI-2018-01-27
14995,Hemavathi,2018,4,2018-01-28,8.17,2876.12,130,550,HEMAVATHI-2018-01-28
15080,Hemavathi,2018,5,2018-01-29,8.13,2876.01,130,550,HEMAVATHI-2018-01-29
15081,Hemavathi,2018,5,2018-01-30,8.09,2875.90,130,550,HEMAVATHI-2018-01-30
15082,Hemavathi,2018,5,2018-01-31,8.05,2875.79,130,550,HEMAVATHI-2018-01-31
15083,Hemavathi,2018,5,2018-02-01,8,2875.64,137,675,HEMAVATHI-2018-02-01
15084,Hemavathi,2018,5,2018-02-02,7.94,2875.50,104,650,HEMAVATHI-2018-02-02
15085,Hemavathi,2018,5,2018-02-03,7.91,2875.40,122,500,HEMAVATHI-2018-02-03
15086,Hemavathi,2018,5,2018-02-04,7.87,2875.30,122,500,HEMAVATHI-2018-02-04
15171,Hemavathi,2018,6,2018-02-05,7.84,2875.20,122,500,HEMAVATHI-2018-02-05
15172,Hemavathi,2018,6,2018-02-06,7.80,2875.09,81,500,HEMAVATHI-2018-02-06
15173,Hemavathi,2018,6,2018-02-07,7.76,2874.98,94,500,HEMAVATHI-2018-02-07
15174,Hemavathi,2018,6,2018-02-08,7.72,2874.85,80,500,HEMAVATHI-2018-02-08
15175,Hemavathi,2018,6,2018-02-09,7.68,2874.72,80,500,HEMAVATHI-2018-02-09
15176,Hemavathi,2018,6,2018-02-10,7.64,2874.59,79,500,HEMAVATHI-2018-02-10
15177,Hemavathi,2018,6,2018-02-11,7.60,2874.46,80,500,HEMAVATHI-2018-02-11
15262,Hemavathi,2018,7,2018-02-12,7.56,2874.33,80,500,HEMAVATHI-2018-02-12
15263,Hemavathi,2018,7,2018-02-13,7.52,2874.20,80,500,HEMAVATHI-2018-02-13
15264,Hemavathi,2018,7,2018-02-14,7.48,2874.07,80,500,HEMAVATHI-2018-02-14
15265,Hemavathi,2018,7,2018-02-15,7.44,2873.94,80,500,HEMAVATHI-2018-02-15
15266,Hemavathi,2018,7,2018-02-16,7.39,2873.80,45,500,HEMAVATHI-2018-02-16
15267,Hemavathi,2018,7,2018-02-17,7.35,2873.66,45,500,HEMAVATHI-2018-02-17
15268,Hemavathi,2018,7,2018-02-18,7.33,2873.59,44,250,HEMAVATHI-2018-02-18
15353,Hemavathi,2018,8,2018-02-19,7.31,2873.53,29,200,HEMAVATHI-2018-02-19
15354,Hemavathi,2018,8,2018-02-20,7.29,2873.47,30,200,HEMAVATHI-2018-02-20
15355,Hemavathi,2018,8,2018-02-21,7.27,2873.41,30,200,HEMAVATHI-2018-02-21
15356,Hemavathi,2018,8,2018-02-22,7.25,2873.32,24,300,HEMAVATHI-2018-02-22
15357,Hemavathi,2018,8,2018-02-23,7.21,2873.19,32,450,HEMAVATHI-2018-02-23
15358,Hemavathi,2018,8,2018-02-24,7.15,2872.99,35,700,HEMAVATHI-2018-02-24
15359,Hemavathi,2018,8,2018-02-25,7.08,2872.78,45,700,HEMAVATHI-2018-02-25
15444,Hemavathi,2018,9,2018-02-26,7.06,2872.70,38,260,HEMAVATHI-2018-02-26
15445,Hemavathi,2018,9,2018-02-27,7.04,2872.64,44,200,HEMAVATHI-2018-02-27
15446,Hemavathi,2018,9,2018-02-28,7.03,2872.58,44,200,HEMAVATHI-2018-02-28
15447,Hemavathi,2018,9,2018-03-01,7.01,2872.52,46,200,HEMAVATHI-2018-03-01
15448,Hemavathi,2018,9,2018-03-02,6.99,2872.45,13,200,HEMAVATHI-2018-03-02
15449,Hemavathi,2018,9,2018-03-03,6.97,2872.38,12,200,HEMAVATHI-2018-03-03
15450,Hemavathi,2018,9,2018-03-04,6.95,2872.31,13,200,HEMAVATHI-2018-03-04
15535,Hemavathi,2018,10,2018-03-05,6.93,2872.24,13,200,HEMAVATHI-2018-03-05
15536,Hemavathi,2018,10,2018-03-06,6.91,2872.16,0,200,HEMAVATHI-2018-03-06
15537,Hemavathi,2018,10,2018-03-07,6.88,2872.07,0,200,HEMAVATHI-2018-03-07
15538,Hemavathi,2018,10,2018-03-08,6.85,2871.98,0,200,HEMAVATHI-2018-03-08
15539,Hemavathi,2018,10,2018-03-09,6.83,2871.89,0,200,HEMAVATHI-2018-03-09
15540,Hemavathi,2018,10,2018-03-10,6.80,2871.80,0,200,HEMAVATHI-2018-03-10
15541,Hemavathi,2018,10,2018-03-11,6.78,2871.72,0,200,HEMAVATHI-2018-03-11
15626,Hemavathi,2018,11,2018-03-12,6.76,2871.65,16,200,HEMAVATHI-2018-03-12
15627,Hemavathi,2018,11,2018-03-13,6.72,2871.51,32,450,HEMAVATHI-2018-03-13
15628,Hemavathi,2018,11,2018-03-14,6.66,2871.31,32,650,HEMAVATHI-2018-03-14
15629,Hemavathi,2018,11,2018-03-15,6.61,2871.15,14,500,HEMAVATHI-2018-03-15
15630,Hemavathi,2018,11,2018-03-16,6.57,2870.98,6,500,HEMAVATHI-2018-03-16
