SL_NO,RESERVOIR,YEAR,WEEK_NO,FLOW_DATE,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS,UNIQUE_KEY
10779,K.R.S,2012,33,2012-08-15,24.57,102.18,10504,349,K.R.S-2012-08-15
10780,K.R.S,2012,33,2012-08-16,25.10,102.82,6662,353,K.R.S-2012-08-16
10781,K.R.S,2012,33,2012-08-17,25.47,103.25,5511,1168,K.R.S-2012-08-17
10782,K.R.S,2012,33,2012-08-18,25.40,103.17,3905,4570,K.R.S-2012-08-18
10783,K.R.S,2012,33,2012-08-19,25.23,102.97,3186,5034,K.R.S-2012-08-19
10862,K.R.S,2012,34,2012-08-20,25.08,102.79,3550,5174,K.R.S-2012-08-20
10863,K.R.S,2012,34,2012-08-21,24.91,102.59,3351,5168,K.R.S-2012-08-21
10864,K.R.S,2012,34,2012-08-22,24.70,102.34,2860,5161,K.R.S-2012-08-22
10865,K.R.S,2012,34,2012-08-23,24.39,101.97,1696,5150,K.R.S-2012-08-23
10866,K.R.S,2012,34,2012-08-24,24.23,101.77,2663,4436,K.R.S-2012-08-24
10867,K.R.S,2012,34,2012-08-25,24.10,101.61,3038,4433,K.R.S-2012-08-25
10868,K.R.S,2012,34,2012-08-26,23.90,101.37,3023,5173,K.R.S-2012-08-26
10953,K.R.S,2012,35,2012-08-27,23.90,101.37,3023,5173,K.R.S-2012-08-27
10954,K.R.S,2012,35,2012-08-28,23.88,101.34,6591,5160,K.R.S-2012-08-28
10955,K.R.S,2012,35,2012-08-29,24.01,101.50,6787,5161,K.R.S-2012-08-29
10956,K.R.S,2012,35,2012-08-30,24.13,101.65,6700,5175,K.R.S-2012-08-30
10957,K.R.S,2012,35,2012-08-31,24.73,102.37,12177,5190,K.R.S-2012-08-31
10958,K.R.S,2012,35,2012-09-01,24.73,102.37,12177,5190,K.R.S-2012-09-01
10959,K.R.S,2012,35,2012-09-02,26.33,104.25,13953,4938,K.R.S-2012-09-02
11044,K.R.S,2012,36,2012-09-03,27.10,105.13,14086,4974,K.R.S-2012-09-03
11045,K.R.S,2012,36,2012-09-04,27.89,106,14208,5005,K.R.S-2012-09-04
11046,K.R.S,2012,36,2012-09-05,28.89,107.08,16740,5044,K.R.S-2012-09-05
11047,K.R.S,2012,36,2012-09-06,29.85,108.10,16485,5150,K.R.S-2012-09-06
11048,K.R.S,2012,36,2012-09-07,30.50,108.77,12900,5237,K.R.S-2012-09-07
11049,K.R.S,2012,36,2012-09-08,30.95,109.23,10638,5265,K.R.S-2012-09-08
11050,K.R.S,2012,36,2012-09-09,31.31,109.59,9570,5281,K.R.S-2012-09-09
11135,K.R.S,2012,37,2012-09-10,31.62,109.90,9013,5299,K.R.S-2012-09-10
11136,K.R.S,2012,37,2012-09-11,31.88,110.16,8503,5319,K.R.S-2012-09-11
11137,K.R.S,2012,37,2012-09-12,32.11,110.38,8820,6078,K.R.S-2012-09-12
11138,K.R.S,2012,37,2012-09-13,32.23,110.50,7901,6336,K.R.S-2012-09-13
11139,K.R.S,2012,37,2012-09-14,32.33,110.60,7679,6350,K.R.S-2012-09-14
11140,K.R.S,2012,37,2012-09-15,32.36,110.63,6855,6350,K.R.S-2012-09-15
11141,K.R.S,2012,37,2012-09-16,32.36,110.63,6503,6351,K.R.S-2012-09-16
11220,K.R.S,2012,38,2012-09-17,32.28,110.55,5912,6350,K.R.S-2012-09-17
11221,K.R.S,2012,38,2012-09-18,32.23,110.50,5911,6349,K.R.S-2012-09-18
11222,K.R.S,2012,38,2012-09-19,32.23,110.50,5911,6349,K.R.S-2012-09-19
11223,K.R.S,2012,38,2012-09-20,32.18,110.45,5524,5961,K.R.S-2012-09-20
11224,K.R.S,2012,38,2012-09-21,32.21,110.48,5837,5332,K.R.S-2012-09-21
11225,K.R.S,2012,38,2012-09-22,32.14,110.41,4660,5332,K.R.S-2012-09-22
11226,K.R.S,2012,38,2012-09-23,32.06,110.33,4540,5331,K.R.S-2012-09-23
11311,K.R.S,2012,39,2012-09-24,31.90,110.18,3712,5327,K.R.S-2012-09-24
11312,K.R.S,2012,39,2012-09-25,31.72,110,3356,5324,K.R.S-2012-09-25
11313,K.R.S,2012,39,2012-09-26,31.55,109.83,3502,5307,K.R.S-2012-09-26
11314,K.R.S,2012,39,2012-09-27,31.37,109.65,3378,5299,K.R.S-2012-09-27
11315,K.R.S,2012,39,2012-09-28,31.27,109.55,4295,5296,K.R.S-2012-09-28
11316,K.R.S,2012,39,2012-09-29,31.29,109.57,5675,5295,K.R.S-2012-09-29
11317,K.R.S,2012,39,2012-09-30,31.22,109.50,5248,5903,K.R.S-2012-09-30
11402,K.R.S,2012,40,2012-10-01,30.99,109.27,5587,8084,K.R.S-2012-10-01
11403,K.R.S,2012,40,2012-10-02,30.78,109.05,6233,8579,K.R.S-2012-10-02
11404,K.R.S,2012,40,2012-10-03,30.51,108.78,5687,8552,K.R.S-2012-10-03
11405,K.R.S,2012,40,2012-10-04,30.11,108.36,5192,9728,K.R.S-2012-10-04
11406,K.R.S,2012,40,2012-10-05,29.48,107.71,4893,11932,K.R.S-2012-10-05
11407,K.R.S,2012,40,2012-10-06,28.63,106.80,12703,22440,K.R.S-2012-10-06
11408,K.R.S,2012,40,2012-10-07,27.71,105.80,5782,16244,K.R.S-2012-10-07
11493,K.R.S,2012,41,2012-10-08,27.17,105.20,6307,12395,K.R.S-2012-10-08
11494,K.R.S,2012,41,2012-10-09,26.97,104.98,5522,7646,K.R.S-2012-10-09
11495,K.R.S,2012,41,2012-10-10,27.08,105.10,4493,3082,K.R.S-2012-10-10
11496,K.R.S,2012,41,2012-10-11,27.04,105.06,3383,3634,K.R.S-2012-10-11
11497,K.R.S,2012,41,2012-10-12,26.99,105,3472,3934,K.R.S-2012-10-12
11498,K.R.S,2012,41,2012-10-13,26.90,104.90,3074,3930,K.R.S-2012-10-13
11499,K.R.S,2012,41,2012-10-14,26.95,104.96,4699,3928,K.R.S-2012-10-14
11584,K.R.S,2012,42,2012-10-15,27.46,105.53,8812,2717,K.R.S-2012-10-15
11585,K.R.S,2012,42,2012-10-16,28.01,106.13,7246,793,K.R.S-2012-10-16
11586,K.R.S,2012,42,2012-10-17,28.58,106.75,7597,804,K.R.S-2012-10-17
11587,K.R.S,2012,42,2012-10-18,29.02,107.22,6271,1020,K.R.S-2012-10-18
11588,K.R.S,2012,42,2012-10-19,29.27,107.49,4153,1023,K.R.S-2012-10-19
11589,K.R.S,2012,42,2012-10-20,29.48,107.71,3613,1031,K.R.S-2012-10-20
11590,K.R.S,2012,42,2012-10-21,29.74,107.98,4164,1034,K.R.S-2012-10-21
11675,K.R.S,2012,43,2012-10-22,29.96,108.21,3796,1043,K.R.S-2012-10-22
11676,K.R.S,2012,43,2012-10-23,30.15,108.41,3468,1045,K.R.S-2012-10-23
11677,K.R.S,2012,43,2012-10-24,30.30,108.56,2910,1048,K.R.S-2012-10-24
11678,K.R.S,2012,43,2012-10-25,30.23,108.49,3050,3927,K.R.S-2012-10-25
11679,K.R.S,2012,43,2012-10-26,30.07,108.32,2618,4347,K.R.S-2012-10-26
11680,K.R.S,2012,43,2012-10-27,29.85,108.10,2356,4646,K.R.S-2012-10-27
11681,K.R.S,2012,43,2012-10-28,29.54,107.77,1422,4888,K.R.S-2012-10-28
11766,K.R.S,2012,44,2012-10-31,28.52,106.68,1446,5241,K.R.S-2012-10-31
11767,K.R.S,2012,44,2012-11-01,28.42,106.58,3620,4520,K.R.S-2012-11-01
11768,K.R.S,2012,44,2012-11-02,28.61,106.78,5462,3187,K.R.S-2012-11-02
11769,K.R.S,2012,44,2012-11-03,28.91,107.11,6393,2700,K.R.S-2012-11-03
11770,K.R.S,2012,44,2012-11-04,29.16,107.37,5696,2709,K.R.S-2012-11-04
11771,K.R.S,2012,44,2012-10-29,29.21,107.42,1896,5555,K.R.S-2012-10-29
11772,K.R.S,2012,44,2012-10-30,28.86,107.05,1519,5397,K.R.S-2012-10-30
11857,K.R.S,2012,45,2012-11-11,28.76,106.95,2444,5246,K.R.S-2012-11-11
11858,K.R.S,2012,45,2012-11-05,29.34,107.56,4932,2712,K.R.S-2012-11-05
11859,K.R.S,2012,45,2012-11-06,29.49,107.72,4788,2895,K.R.S-2012-11-06
11860,K.R.S,2012,45,2012-11-07,29.52,107.75,5432,4961,K.R.S-2012-11-07
11861,K.R.S,2012,45,2012-11-08,29.43,107.66,4116,4961,K.R.S-2012-11-08
11862,K.R.S,2012,45,2012-11-09,29.27,107.49,3050,4771,K.R.S-2012-11-09
11863,K.R.S,2012,45,2012-11-10,29.02,107.22,2434,5250,K.R.S-2012-11-10
11948,K.R.S,2012,46,2012-11-14,27.99,106.11,2480,5227,K.R.S-2012-11-14
11949,K.R.S,2012,46,2012-11-15,27.73,105.82,2302,5218,K.R.S-2012-11-15
11950,K.R.S,2012,46,2012-11-16,27.38,105.44,1388,5214,K.R.S-2012-11-16
11951,K.R.S,2012,46,2012-11-17,27.03,105.05,1277,5208,K.R.S-2012-11-17
11952,K.R.S,2012,46,2012-11-18,26.69,104.66,1356,5203,K.R.S-2012-11-18
11953,K.R.S,2012,46,2012-11-12,28.51,106.67,2385,5238,K.R.S-2012-11-12
11954,K.R.S,2012,46,2012-11-13,28.24,106.38,2274,5235,K.R.S-2012-11-13
12039,K.R.S,2012,47,2012-11-19,26.33,104.25,1158,5196,K.R.S-2012-11-19
12040,K.R.S,2012,47,2012-11-20,25.96,103.83,1095,5193,K.R.S-2012-11-20
12041,K.R.S,2012,47,2012-11-21,25.59,103.40,1050,5186,K.R.S-2012-11-21
12042,K.R.S,2012,47,2012-11-22,25.21,102.95,858,5180,K.R.S-2012-11-22
12043,K.R.S,2012,47,2012-11-23,24.85,102.52,1143,5174,K.R.S-2012-11-23
12044,K.R.S,2012,47,2012-11-24,24.49,102.09,1142,5173,K.R.S-2012-11-24
12045,K.R.S,2012,47,2012-11-25,24.15,101.67,1314,5171,K.R.S-2012-11-25
12130,K.R.S,2012,48,2012-11-26,23.85,101.30,1804,5169,K.R.S-2012-11-26
12131,K.R.S,2012,48,2012-11-27,23.60,101,2458,5163,K.R.S-2012-11-27
12132,K.R.S,2012,48,2012-11-28,23.36,100.70,2525,5162,K.R.S-2012-11-28
12133,K.R.S,2012,48,2012-11-29,23.10,100.37,2248,5161,K.R.S-2012-11-29
12134,K.R.S,2012,48,2012-11-30,22.81,100,1879,5160,K.R.S-2012-11-30
12135,K.R.S,2012,48,2012-12-01,0,99.64,2040,5157,K.R.S-2012-12-01
12136,K.R.S,2012,48,2012-12-02,22.23,99.25,1775,5152,K.R.S-2012-12-02
12221,K.R.S,2012,49,2012-12-03,21.89,98.81,1369,5150,K.R.S-2012-12-03
12222,K.R.S,2012,49,2012-12-04,21.57,98.38,1510,5148,K.R.S-2012-12-04
12223,K.R.S,2012,49,2012-12-05,21.33,98.06,2468,5147,K.R.S-2012-12-05
12224,K.R.S,2012,49,2012-12-06,21.11,97.77,2780,5146,K.R.S-2012-12-06
12225,K.R.S,2012,49,2012-12-07,20.67,97.17,3494,8477,K.R.S-2012-12-07
12226,K.R.S,2012,49,2012-12-08,19.49,95.50,2164,17420,K.R.S-2012-12-08
12227,K.R.S,2012,49,2012-12-09,18.27,93.70,2742,19355,K.R.S-2012-12-09
12312,K.R.S,2012,50,2012-12-10,17.52,92.55,2027,10601,K.R.S-2012-12-10
12313,K.R.S,2012,50,2012-12-11,17.18,92.02,2149,5981,K.R.S-2012-12-11
12314,K.R.S,2012,50,2012-12-12,16.89,91.56,1946,5171,K.R.S-2012-12-12
12315,K.R.S,2012,50,2012-12-13,16.59,91.08,1773,5138,K.R.S-2012-12-13
12316,K.R.S,2012,50,2012-12-14,16.30,90.60,1819,5103,K.R.S-2012-12-14
12317,K.R.S,2012,50,2012-12-15,16.01,90.12,1803,5071,K.R.S-2012-12-15
12318,K.R.S,2012,50,2012-12-16,15.73,89.65,1909,5038,K.R.S-2012-12-16
12403,K.R.S,2012,51,2012-12-17,15.46,89.18,1895,5000,K.R.S-2012-12-17
12404,K.R.S,2012,51,2012-12-18,15.19,88.72,1990,4974,K.R.S-2012-12-18
12405,K.R.S,2012,51,2012-12-19,14.94,88.28,2123,4941,K.R.S-2012-12-19
12406,K.R.S,2012,51,2012-12-20,14.70,87.85,2169,4899,K.R.S-2012-12-20
12407,K.R.S,2012,51,2012-12-21,14.45,87.41,2119,4861,K.R.S-2012-12-21
12408,K.R.S,2012,51,2012-12-22,14.23,87,2276,4826,K.R.S-2012-12-22
12409,K.R.S,2012,51,2012-12-23,14.01,86.60,2380,4792,K.R.S-2012-12-23
12499,K.R.S,2012,52,2012-12-29,12.76,84.20,2353,4626,K.R.S-2012-12-29
12500,K.R.S,2012,52,2012-12-30,12.55,83.78,2235,4588,K.R.S-2012-12-30
12501,K.R.S,2012,52,2012-12-31,12.32,83.30,1878,4538,K.R.S-2012-12-31
12502,K.R.S,2012,52,2012-12-24,13.80,86.20,2341,4753,K.R.S-2012-12-24
12503,K.R.S,2012,52,2012-12-25,13.59,85.80,2339,4716,K.R.S-2012-12-25
12504,K.R.S,2012,52,2012-12-26,13.37,85.39,2272,4674,K.R.S-2012-12-26
12505,K.R.S,2012,52,2012-12-27,13.17,85,2416,4697,K.R.S-2012-12-27
12506,K.R.S,2012,52,2012-12-28,12.97,84.60,2391,4664,K.R.S-2012-12-28
13062,K.R.S,2010,39,2010-09-30,46.18,122.41,2706,6840,K.R.S-2010-09-30
13231,K.R.S,2010,52,2010-12-31,45.81,122.13,2668,6795,K.R.S-2010-12-31
13274,K.R.S,2014,25,2014-06-18,7.85,72.50,574,351,K.R.S-2014-06-18
13275,K.R.S,2014,25,2014-06-19,7.86,72.53,534,351,K.R.S-2014-06-19
13276,K.R.S,2014,25,2014-06-20,7.87,72.57,574,351,K.R.S-2014-06-20
13277,K.R.S,2014,25,2014-06-21,8.20,73.50,4203,356,K.R.S-2014-06-21
13278,K.R.S,2014,25,2014-06-22,9.13,76,12085,1266,K.R.S-2014-06-22
13279,K.R.S,2014,25,2014-06-23,9.97,78.10,12084,2253,K.R.S-2014-06-23
13280,K.R.S,2014,25,2014-06-24,10.70,79.80,10842,2393,K.R.S-2014-06-24
13365,K.R.S,2014,26,2014-06-25,11.08,80.65,6937,2480,K.R.S-2014-06-25
13366,K.R.S,2014,26,2014-06-26,11.28,81.10,4953,2520,K.R.S-2014-06-26
13367,K.R.S,2014,26,2014-06-27,11.35,81.25,2953,2066,K.R.S-2014-06-27
13368,K.R.S,2014,26,2014-06-28,11.35,81.25,2042,1957,K.R.S-2014-06-28
13369,K.R.S,2014,26,2014-06-29,11.33,81.21,1974,2103,K.R.S-2014-06-29
13370,K.R.S,2014,26,2014-06-30,11.29,81.13,1758,2101,K.R.S-2014-06-30
13371,K.R.S,2014,26,2014-07-01,11.26,81.05,1756,2099,K.R.S-2014-07-01
13456,K.R.S,2014,27,2014-07-02,11.25,81.03,6474,2098,K.R.S-2014-07-02
13457,K.R.S,2014,27,2014-07-03,11.23,81,6647,2097,K.R.S-2014-07-03
13458,K.R.S,2014,27,2014-07-04,11.22,80.98,6825,2097,K.R.S-2014-07-04
13459,K.R.S,2014,27,2014-07-05,11.23,81,7021,2097,K.R.S-2014-07-05
13460,K.R.S,2014,27,2014-07-06,11.30,81.15,7021,2098,K.R.S-2014-07-06
13461,K.R.S,2014,27,2014-07-07,11.46,81.50,7475,347,K.R.S-2014-07-07
13462,K.R.S,2014,27,2014-07-08,11.57,81.73,7618,350,K.R.S-2014-07-08
13547,K.R.S,2015,1,2015-01-01,43.26,120.17,1631,4419,K.R.S-2015-01-01
13548,K.R.S,2015,1,2015-01-02,39.88,117.43,1819,807,K.R.S-2015-01-02
13549,K.R.S,2015,1,2015-01-03,39.96,117.49,1644,632,K.R.S-2015-01-03
13550,K.R.S,2015,1,2015-01-04,40.04,117.56,1802,651,K.R.S-2015-01-04
13551,K.R.S,2015,1,2015-01-05,40.09,117.60,1392,657,K.R.S-2015-01-05
13552,K.R.S,2015,1,2015-01-06,40.12,117.63,1253,657,K.R.S-2015-01-06
13553,K.R.S,2015,1,2015-01-07,40.16,117.66,1253,657,K.R.S-2015-01-07
13638,K.R.S,2015,2,2015-01-08,40.21,117.70,1392,657,K.R.S-2015-01-08
13639,K.R.S,2015,2,2015-01-09,40.24,117.73,1253,657,K.R.S-2015-01-09
13640,K.R.S,2015,2,2015-01-10,40.29,117.77,1392,658,K.R.S-2015-01-10
13641,K.R.S,2015,2,2015-01-11,40.30,117.78,977,658,K.R.S-2015-01-11
13642,K.R.S,2015,2,2015-01-12,40.07,117.59,1859,4314,K.R.S-2015-01-12
13643,K.R.S,2015,2,2015-01-13,39.78,117.34,1009,4288,K.R.S-2015-01-13
13644,K.R.S,2015,2,2015-01-14,39.49,117.10,1140,4288,K.R.S-2015-01-14
13729,K.R.S,2015,3,2015-01-15,39.17,116.83,758,4270,K.R.S-2015-01-15
13730,K.R.S,2015,3,2015-01-16,38.83,116.54,510,4263,K.R.S-2015-01-16
13731,K.R.S,2015,3,2015-01-17,38.15,116.81,550,4250,K.R.S-2015-01-17
13732,K.R.S,2015,3,2015-01-18,38.08,115.90,594,4737,K.R.S-2015-01-18
13733,K.R.S,2015,3,2015-01-19,37.71,115.57,510,4722,K.R.S-2015-01-19
13734,K.R.S,2015,3,2015-01-20,37.43,115.33,1435,4456,K.R.S-2015-01-20
13735,K.R.S,2015,3,2015-01-21,37.18,115.11,1445,4201,K.R.S-2015-01-21
13820,K.R.S,2016,1,2016-01-01,27.89,106,703,1965,K.R.S-2016-01-01
13821,K.R.S,2016,1,2016-01-02,27.78,105.88,616,1733,K.R.S-2016-01-02
13822,K.R.S,2016,1,2016-01-03,27.71,105.80,536,1236,K.R.S-2016-01-03
13823,K.R.S,2016,1,2016-01-04,27.70,105.79,444,414,K.R.S-2016-01-04
13824,K.R.S,2016,1,2016-01-05,27.68,105.77,339,414,K.R.S-2016-01-05
13825,K.R.S,2016,1,2016-01-06,27.66,105.75,339,414,K.R.S-2016-01-06
13826,K.R.S,2016,1,2016-01-07,27.51,105.58,322,1959,K.R.S-2016-01-07
13911,K.R.S,2016,2,2016-01-08,27.23,105.27,375,3472,K.R.S-2016-01-08
13912,K.R.S,2016,2,2016-01-09,26.99,105,789,3469,K.R.S-2016-01-09
13913,K.R.S,2016,2,2016-01-10,26.73,104.71,646,3465,K.R.S-2016-01-10
13914,K.R.S,2016,2,2016-01-11,26.43,104.37,507,3956,K.R.S-2016-01-11
13915,K.R.S,2016,2,2016-01-12,26.15,104.05,829,3951,K.R.S-2016-01-12
13916,K.R.S,2016,2,2016-01-13,25.87,103.72,792,3948,K.R.S-2016-01-13
13917,K.R.S,2016,2,2016-01-14,25.56,103.36,578,4019,K.R.S-2016-01-14
14002,K.R.S,2016,3,2016-01-15,25.25,103,649,4089,K.R.S-2016-01-15
14003,K.R.S,2016,3,2016-01-16,24.92,102.60,644,4385,K.R.S-2016-01-16
14004,K.R.S,2016,3,2016-01-17,24.60,102.22,824,4382,K.R.S-2016-01-17
14005,K.R.S,2016,3,2016-01-18,24.35,101.92,815,3581,K.R.S-2016-01-18
14006,K.R.S,2016,3,2016-01-19,24.08,101.59,582,3580,K.R.S-2016-01-19
14007,K.R.S,2016,3,2016-01-20,23.80,101.24,389,3576,K.R.S-2016-01-20
14008,K.R.S,2016,3,2016-01-21,23.53,100.91,622,3574,K.R.S-2016-01-21
14093,K.R.S,2016,4,2016-01-22,23.29,100.61,926,3572,K.R.S-2016-01-22
14094,K.R.S,2016,4,2016-01-23,23.30,100.62,568,366,K.R.S-2016-01-23
14095,K.R.S,2016,4,2016-01-24,23.29,100.61,384,366,K.R.S-2016-01-24
14096,K.R.S,2016,4,2016-01-25,23.30,100.62,568,366,K.R.S-2016-01-25
14097,K.R.S,2016,4,2016-01-26,23.29,100.61,384,366,K.R.S-2016-01-26
14098,K.R.S,2016,4,2016-01-27,23.28,100.59,292,366,K.R.S-2016-01-27
14099,K.R.S,2016,4,2016-01-28,23.27,100.58,384,366,K.R.S-2016-01-28
14184,K.R.S,2017,1,2017-01-01,10.55,79.47,264,254,K.R.S-2017-01-01
14185,K.R.S,2017,1,2017-01-02,10.55,79.46,269,254,K.R.S-2017-01-02
14186,K.R.S,2017,1,2017-01-03,10.55,79.45,269,254,K.R.S-2017-01-03
14187,K.R.S,2017,1,2017-01-04,10.54,79.44,269,254,K.R.S-2017-01-04
14188,K.R.S,2017,1,2017-01-05,10.54,79.44,319,254,K.R.S-2017-01-05
14189,K.R.S,2017,1,2017-01-06,10.54,79.43,269,254,K.R.S-2017-01-06
14190,K.R.S,2017,1,2017-01-07,10.54,79.43,319,254,K.R.S-2017-01-07
14275,K.R.S,2017,2,2017-01-08,10.54,79.44,369,254,K.R.S-2017-01-08
14276,K.R.S,2017,2,2017-01-09,10.54,79.44,319,254,K.R.S-2017-01-09
14277,K.R.S,2017,2,2017-01-10,10.54,79.43,269,254,K.R.S-2017-01-10
14278,K.R.S,2017,2,2017-01-11,10.54,79.43,319,254,K.R.S-2017-01-11
14279,K.R.S,2017,2,2017-01-12,10.53,79.42,269,254,K.R.S-2017-01-12
14280,K.R.S,2017,2,2017-01-13,10.53,79.42,319,254,K.R.S-2017-01-13
14281,K.R.S,2017,2,2017-01-14,10.52,79.40,218,254,K.R.S-2017-01-14
14359,K.R.S,2017,3,2017-01-15,10.52,79.38,218,254,K.R.S-2017-01-15
14360,K.R.S,2017,3,2017-01-16,10.51,79.37,269,254,K.R.S-2017-01-16
14361,K.R.S,2017,3,2017-01-17,10.50,79.35,213,254,K.R.S-2017-01-17
14362,K.R.S,2017,3,2017-01-18,10.50,79.34,264,254,K.R.S-2017-01-18
14363,K.R.S,2017,3,2017-01-19,10.49,79.32,213,254,K.R.S-2017-01-19
14364,K.R.S,2017,3,2017-01-20,10.48,79.30,213,254,K.R.S-2017-01-20
14365,K.R.S,2017,3,2017-01-21,10.48,79.29,264,254,K.R.S-2017-01-21
14457,K.R.S,2017,4,2017-01-22,10.47,79.27,213,254,K.R.S-2017-01-22
14458,K.R.S,2017,4,2017-01-23,10.46,79.25,213,254,K.R.S-2017-01-23
14459,K.R.S,2017,4,2017-01-24,10.45,79.24,264,254,K.R.S-2017-01-24
14460,K.R.S,2017,4,2017-01-25,10.45,79.22,213,254,K.R.S-2017-01-25
14461,K.R.S,2017,4,2017-01-26,10.44,79.20,213,254,K.R.S-2017-01-26
14462,K.R.S,2017,4,2017-01-27,10.43,79.19,264,254,K.R.S-2017-01-27
14463,K.R.S,2017,4,2017-01-28,10.42,79.17,213,254,K.R.S-2017-01-28
14548,K.R.S,2017,5,2017-01-29,10.42,79.15,213,254,K.R.S-2017-01-29
14549,K.R.S,2017,5,2017-01-30,10.40,79.12,163,254,K.R.S-2017-01-30
14550,K.R.S,2017,5,2017-01-31,10.39,79.10,213,254,K.R.S-2017-01-31
14551,K.R.S,2017,5,2017-02-01,10.39,79.08,213,254,K.R.S-2017-02-01
14552,K.R.S,2017,5,2017-02-02,10.38,79.06,213,253,K.R.S-2017-02-02
14553,K.R.S,2017,5,2017-02-03,10.36,79.03,162,253,K.R.S-2017-02-03
14554,K.R.S,2017,5,2017-02-04,10.35,79,162,253,K.R.S-2017-02-04
14639,K.R.S,2018,1,2018-01-01,25.55,103.35,291,3445,K.R.S-2018-01-01
14640,K.R.S,2018,1,2018-01-02,25.40,103.17,231,1887,K.R.S-2018-01-02
14641,K.R.S,2018,1,2018-01-03,25.38,103.15,264,334,K.R.S-2018-01-03
14642,K.R.S,2018,1,2018-01-04,25.36,103.13,264,334,K.R.S-2018-01-04
14643,K.R.S,2018,1,2018-01-05,25.34,103.10,165,334,K.R.S-2018-01-05
14644,K.R.S,2018,1,2018-01-06,25.32,103.08,264,334,K.R.S-2018-01-06
14645,K.R.S,2018,1,2018-01-07,25.30,103.06,264,334,K.R.S-2018-01-07
14730,K.R.S,2018,2,2018-01-08,25.28,103.03,165,334,K.R.S-2018-01-08
14731,K.R.S,2018,2,2018-01-09,25.25,103,165,334,K.R.S-2018-01-09
14732,K.R.S,2018,2,2018-01-10,25.24,102.98,261,331,K.R.S-2018-01-10
14733,K.R.S,2018,2,2018-01-11,25.22,102.96,260,329,K.R.S-2018-01-11
14734,K.R.S,2018,2,2018-01-12,25.19,102.93,163,329,K.R.S-2018-01-12
14735,K.R.S,2018,2,2018-01-13,25.18,102.91,260,329,K.R.S-2018-01-13
14736,K.R.S,2018,2,2018-01-14,24.99,102.69,208,2210,K.R.S-2018-01-14
14821,K.R.S,2018,3,2018-01-15,24.63,102.25,161,4289,K.R.S-2018-01-15
14822,K.R.S,2018,3,2018-01-16,24.26,101.81,205,4288,K.R.S-2018-01-16
14823,K.R.S,2018,3,2018-01-17,23.90,101.36,157,4286,K.R.S-2018-01-17
14824,K.R.S,2018,3,2018-01-18,23.53,100.91,172,4281,K.R.S-2018-01-18
14825,K.R.S,2018,3,2018-01-19,23.14,100.42,187,4580,K.R.S-2018-01-19
14826,K.R.S,2018,3,2018-01-20,22.76,99.94,141,4428,K.R.S-2018-01-20
14827,K.R.S,2018,3,2018-01-21,22.40,99.47,171,4273,K.R.S-2018-01-21
14912,K.R.S,2019,1,2019-01-01,36.59,114.58,581,685,K.R.S-2019-01-01
14913,K.R.S,2019,1,2019-01-02,36.56,114.56,594,685,K.R.S-2019-01-02
14914,K.R.S,2019,1,2019-01-03,36.53,114.53,465,685,K.R.S-2019-01-03
14915,K.R.S,2019,1,2019-01-04,36.50,114.50,465,685,K.R.S-2019-01-04
14916,K.R.S,2019,1,2019-01-05,36.46,114.47,450,670,K.R.S-2019-01-05
14917,K.R.S,2019,1,2019-01-06,36.43,114.44,445,665,K.R.S-2019-01-06
14918,K.R.S,2019,1,2019-01-07,36.38,114.40,315,665,K.R.S-2019-01-07
14996,K.R.S,2018,4,2018-01-22,22.04,99,170,4271,K.R.S-2018-01-22
14997,K.R.S,2018,4,2018-01-23,21.67,98.52,188,4271,K.R.S-2018-01-23
14998,K.R.S,2018,4,2018-01-24,21.36,98.10,156,3715,K.R.S-2018-01-24
14999,K.R.S,2018,4,2018-01-25,21.20,97.89,188,1893,K.R.S-2018-01-25
15000,K.R.S,2018,4,2018-01-26,21.17,97.85,160,398,K.R.S-2018-01-26
15001,K.R.S,2018,4,2018-01-27,21.14,97.81,160,398,K.R.S-2018-01-27
15002,K.R.S,2018,4,2018-01-28,21.11,97.77,160,398,K.R.S-2018-01-28
15087,K.R.S,2018,5,2018-01-29,21.08,97.73,160,398,K.R.S-2018-01-29
15088,K.R.S,2018,5,2018-01-30,21.06,97.70,245,398,K.R.S-2018-01-30
15089,K.R.S,2018,5,2018-01-31,21.04,97.67,245,398,K.R.S-2018-01-31
15090,K.R.S,2018,5,2018-02-01,21.02,97.64,245,398,K.R.S-2018-02-01
15091,K.R.S,2018,5,2018-02-02,20.99,97.60,151,398,K.R.S-2018-02-02
15092,K.R.S,2018,5,2018-02-03,20.96,97.56,151,398,K.R.S-2018-02-03
15093,K.R.S,2018,5,2018-02-04,20.93,97.52,160,398,K.R.S-2018-02-04
15178,K.R.S,2018,6,2018-02-05,20.90,97.48,160,398,K.R.S-2018-02-05
15179,K.R.S,2018,6,2018-02-06,20.75,97.27,196,1877,K.R.S-2018-02-06
15180,K.R.S,2018,6,2018-02-07,20.38,96.76,182,4357,K.R.S-2018-02-07
15181,K.R.S,2018,6,2018-02-08,20.01,96.24,156,4355,K.R.S-2018-02-08
15182,K.R.S,2018,6,2018-02-09,19.63,95.71,134,4353,K.R.S-2018-02-09
15183,K.R.S,2018,6,2018-02-10,19.26,95.18,183,4352,K.R.S-2018-02-10
